fdcId,identifier,identifierType,foodType,foodDescription,value,foodWeight,valueUnit,foodMeasure,measureValue
175303,17168,NDB #,SR Legacy,"Game meat, goat, raw",5.00,28.35000000000000142108547152020037174224853515625,g,"1 oz",1.42
175303,17168,NDB #,SR Legacy,"Game meat, goat, raw",5.00,453.6000000000000227373675443232059478759765625,g,"1 lb",22.7
175304,17169,NDB #,SR Legacy,"Game meat, goat, cooked, roasted",5.00,85,g,"3 oz",4.25
175304,17169,NDB #,SR Legacy,"Game meat, goat, cooked, roasted",5.00,340,g,"1 piece, cooked (yield from 1 lb raw meat, boneless)",17.0
175302,17167,NDB #,SR Legacy,"Game meat, elk, cooked, roasted",9.00,85,g,"3 oz",7.65
175302,17167,NDB #,SR Legacy,"Game meat, elk, cooked, roasted",9.00,340,g,"1 piece, cooked (yield from 1 lb raw meat, boneless)",30.6
175295,17151,NDB #,SR Legacy,"Game meat, beaver, cooked, roasted",11.0,313,g,"1 piece, cooked (yield from 1 lb raw meat, boneless)",34.4
175295,17151,NDB #,SR Legacy,"Game meat, beaver, cooked, roasted",11.0,85,g,"3 oz",9.35
175298,17159,NDB #,SR Legacy,"Game meat, boar, wild, cooked, roasted",6.00,85,g,"3 oz",5.10
175298,17159,NDB #,SR Legacy,"Game meat, boar, wild, cooked, roasted",6.00,340,g,"1 piece, cooked (yield from 1 lb raw meat, boneless)",20.4
175299,17160,NDB #,SR Legacy,"Game meat, buffalo, water, raw",8.00,28.35000000000000142108547152020037174224853515625,g,"1 oz",2.27
175299,17160,NDB #,SR Legacy,"Game meat, buffalo, water, raw",8.00,453.6000000000000227373675443232059478759765625,g,"1 lb",36.3
175300,17161,NDB #,SR Legacy,"Game meat, buffalo, water, cooked, roasted",9.00,85,g,"3 oz",7.65
175300,17161,NDB #,SR Legacy,"Game meat, buffalo, water, cooked, roasted",9.00,340,g,"1 piece, cooked (yield from 1 lb raw meat, boneless)",30.6
175296,17152,NDB #,SR Legacy,"Game meat, beefalo, composite of cuts, raw",15.0,28.35000000000000142108547152020037174224853515625,g,"1 oz",4.25
175296,17152,NDB #,SR Legacy,"Game meat, beefalo, composite of cuts, raw",15.0,453.6000000000000227373675443232059478759765625,g,"1 lb",68.0
175291,17143,NDB #,SR Legacy,"Veal, ground, cooked, broiled",11.0,85,g,"3 oz",9.35
175291,17143,NDB #,SR Legacy,"Veal, ground, cooked, broiled",11.0,299,g,"1 unit, cooked (yield from 1 lb raw meat)",32.9
175290,17142,NDB #,SR Legacy,"Veal, ground, raw",3.00,85,g,"3 oz",2.55
175290,17142,NDB #,SR Legacy,"Veal, ground, raw",3.00,28.35000000000000142108547152020037174224853515625,g,"1 oz",0.850
175290,17142,NDB #,SR Legacy,"Veal, ground, raw",3.00,113,g,"4 oz",3.39
175293,17149,NDB #,SR Legacy,"Bison, ground, grass-fed, raw",12.0,28.35000000000000142108547152020037174224853515625,g,"1 oz",3.40
175293,17149,NDB #,SR Legacy,"Bison, ground, grass-fed, raw",12.0,85,g,"1 patty (cooked from 4 oz raw)",10.2
