fdcId,identifier,identifierType,foodType,foodDescription,value,foodWeight,valueUnit,foodMeasure,measureValue
175276,17111,NDB #,SR Legacy,"Veal, rib, separable lean and fat, cooked, braised",0.0,85,g,"3 oz",0.0
175273,17108,NDB #,SR Legacy,"Veal, loin, separable lean only, cooked, braised",0.0,69,g,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 195 g)",0.0
175273,17108,NDB #,SR Legacy,"Veal, loin, separable lean only, cooked, braised",0.0,85,g,"3 oz",0.0
175271,17101,NDB #,SR Legacy,"Veal, leg (top round), separable lean only, cooked, pan-fried, breaded",0.0,295,g,"1 unit, cooked (yield from 1 lb raw meat)",0.0
175271,17101,NDB #,SR Legacy,"Veal, leg (top round), separable lean only, cooked, pan-fried, breaded",0.0,85,g,"3 oz",0.0
175272,17102,NDB #,SR Legacy,"Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded",0.0,85,g,"3 oz",0.0
175272,17102,NDB #,SR Legacy,"Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded",0.0,289,g,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",0.0
175274,17109,NDB #,SR Legacy,"Veal, loin, separable lean only, cooked, roasted",0.0,208,g,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",0.0
175274,17109,NDB #,SR Legacy,"Veal, loin, separable lean only, cooked, roasted",0.0,85,g,"3 oz",0.0
175264,17086,NDB #,SR Legacy,"Lamb, New Zealand, imported, square-cut shoulder, separable lean only, raw",7.0,113,g,"4 oz",7.9
175264,17086,NDB #,SR Legacy,"Lamb, New Zealand, imported, square-cut shoulder, separable lean only, raw",7.0,115,g,"1 serving",8.0
175265,17091,NDB #,SR Legacy,"Veal, composite of trimmed retail cuts, separable lean only, cooked",0.0,192,g,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",0.0
175265,17091,NDB #,SR Legacy,"Veal, composite of trimmed retail cuts, separable lean only, cooked",0.0,85,g,"3 oz",0.0
175268,17094,NDB #,SR Legacy,"Veal, leg (top round), separable lean and fat, raw",0.0,113,g,"4 oz",0.0
